qseqid,frequency
"Uncultured eukaryote clone F5K2Q4C04I59KS 28S ribosomal RNA gene, partial sequence",1
"Hepatitis delta virus isolate 54053-TCD delta antigen gene, complete cds",1
"Ralstonia insidiosa 16S rRNA gene, ITS1 and 23S rRNA gene, strain ULI821",1
"Uncultured bacterium clone ASV_1042 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone EBP1293",1
"Zymomonas mobilis strain ZM481 chromosome, complete genome",1
"Uncultured bacterium clone D15 16S ribosomal RNA gene, partial sequence",1
"Alcaligenes faecalis strain LCU-MS-010 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: hfmB019",1
"Synura americana strain Johae010508F 28S ribosomal RNA gene, partial sequence",3
"Uncultured bacterium clone nck52h08c1 16S ribosomal RNA gene, partial sequence",1
"Meles meles genome assembly, chromosome: 11",1
"Weissella cibaria gene for 16S rRNA, partial sequence, strain: 1201",1
"Ramlibacter tataouinensis TTB310 strain TTB310 5S ribosomal RNA, complete sequence",1
"Homo sapiens structural maintenance of chromosomes 1A (SMC1A), RefSeqGene (LRG_773) on chromosome X",1
"Serratia marcescens strain SCQ1 chromosome, complete genome",1
Homo sapiens 12q BAC RP11-473M14 (Roswell Park Cancer Institute Human BAC Library) complete sequence,1
"Escherichia coli O158:H23 strain OLC-1685 chromosome, complete genome",1
"Uncultured eukaryote clone F5K2Q4C04JKSK3 18S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone S64_041 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone EG84 16S ribosomal RNA gene, partial sequence",1
"Candidatus Sodalis pierantonius str. SOPE chromosome, complete genome",1
"Uncultured alpha proteobacterium gene for 16S rRNA, partial sequence, clone: U12-40_GoMY",1
"Uncultured bacterium clone AC08_FZZ71GH02CCKTU 16S ribosomal RNA gene, partial sequence",1
"Natranaerobius thermophilus strain JW/NM-WN-LF 23S ribosomal RNA gene, complete sequence",1
"Homo sapiens chromosome 9 BAC RP11-570H19, complete sequence",1
"Homo sapiens clone ABC9_3_5_000044011000_M16 chromosome 22 sequence, complete sequence",1
"Burkholderia pseudomallei strain VBM399 chromosome 1, complete sequence",1
"Escherichia coli strain ST2747, complete genome",2
"Uncultured bacterium clone E03V1S7 16S ribosomal RNA gene, partial sequence",1
"Salmonella enterica subsp. enterica strain C68 chromosome, complete genome",3
"Uncultured bacterium clone nck235e08c1 16S ribosomal RNA gene, partial sequence",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04447",1
"Uncultured bacterium clone EDW07B005_131 16S ribosomal RNA gene, partial sequence",1
"Burkholderia contaminans strain toggle1 chromosome 1, complete sequence",1
"Homo sapiens acetyl-CoA carboxylase alpha (ACACA), RefSeqGene on chromosome 17",1
"Staphylococcus sp. strain MS2 16S ribosomal RNA gene, partial sequence",4
"Stylaria sp. THS-2006 28S large subunit ribosomal RNA gene, partial sequence",2
Acinetobacter guillouiae strain PgBE136 chromosome,1
"Tainosphaeria cecropiae strain CBS 101687 large subunit ribosomal RNA gene, partial sequence",1
"MACACA MULATTA BAC clone CH250-142D6 from chromosome 10, complete sequence",1
"Uncultured bacterium clone PRCCB_PI187R 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IYY3B 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone C9t2u52 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 218002-1-19 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens LAS1 like ribosome biogenesis factor (LAS1L), RefSeqGene on chromosome X",1
"PREDICTED: Macaca fascicularis VPS8 subunit of CORVET complex (VPS8), transcript variant X3, mRNA",1
"Burkholderia cenocepacia strain toggle3 chromosome 3, complete sequence",1
"Asticcacaulis taihuensis strain 21LS1-75 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone BYL1-4 16S ribosomal RNA gene, partial sequence",1
"Brachybacterium faecium strain Schefferle 6-10 23S ribosomal RNA gene, complete sequence",1
Kluyvera georgiana strain Colony392 chromosome,2
Torulaspora globosa strain CBS764 chromosome 8,1
"Uncultured beta proteobacterium isolate DGGE band 9 16S ribosomal RNA gene, partial sequence",1
"Caulobacter segnis strain S_WE.SI084 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Macaca fascicularis high mobility group protein HMG-I/HMG-Y-like (LOC123572927), transcript variant X2, mRNA",1
"Loktanella sp. strain HNIBRBA683 16S ribosomal RNA gene, partial sequence",1
"Klebsiella oxytoca strain RHBSTW-00373 chromosome, complete genome",1
"Human DNA sequence from clone RP5-1059A9 on chromosome 9. Contains two putative novel genes, ESTs, STSs and GSSs, complete sequence",1
"Uncultured bacterium clone HC1::G9RA0RH03G64QC 16S ribosomal RNA gene, partial sequence",1
"Serratia ureilytica strain FDAARGOS_1089 chromosome, complete genome",1
"Phacus inflexus strain ACOI 1336 28S large subunit ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone F5K2Q4C04JJNL1 23S ribosomal RNA gene, partial sequence",1
"Alcaligenes faecalis strain ARO21 16S ribosomal RNA gene, partial sequence",1
"Chania multitudinisentens strain RB-25 16S ribosomal RNA, partial sequence",1
"Uncultured bacterium clone nck237a10c1 16S ribosomal RNA gene, partial sequence",2
"Homo sapiens A-kinase anchoring protein 9 (AKAP9), RefSeqGene (LRG_331) on chromosome 7",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_11515 NOP56 gene, encodes complete protein",1
"Homo sapiens NBPF member 20 (NBPF20), transcript variant 1, mRNA",2
"Uncultured bacterium clone S10S_07 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone B5_144 16S ribosomal RNA gene, partial sequence",2
"Pseudorhodobacter ferrugineus gene for 23S ribosomal RNA, partial sequence",1
"Homo sapiens calcium voltage-gated channel auxiliary subunit beta 2 (CACNB2), RefSeqGene (LRG_381) on chromosome 10",1
"Uncultured bacterium clone G(3M)26 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium DW_NsoB8-1-7 16S ribosomal RNA gene, partial sequence",1
"Pan troglodytes BAC clone CH251-520I13 from chromosome unknown, complete sequence",1
"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: SludgeA_bottom_13",1
"Cannabis sativa 26S ribosomal RNA gene, partial sequence",1
"Polynucleobacter sp. MWH-CaK5 chromosome, complete genome",1
"Acholeplasma equirhinis strain N93 23S ribosomal RNA gene, partial sequence; 23S-5S ribosomal RNA intergenic spacer, complete sequence; and 5S ribosomal RNA gene, partial sequence",1
"Pseudodidymium cryptomastigophorum 18S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JDX55 23S ribosomal RNA gene, partial sequence",1
"Uncultured Malassezia clone CAMD_5CS_F6E9 18S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ncd1373c08c1 16S ribosomal RNA gene, partial sequence",1
"Neorickettsia helminthoeca strain Oregon 23S ribosomal RNA gene, complete sequence",1
"Anaeromyxobacter dehalogenans strain WY75 16S ribosomal RNA gene, partial sequence",1
"Kazachstania bovina strain 2004m190333 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",1
"Uncultured bacterium clone nck172f07c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IJXQ5 23S ribosomal RNA gene, partial sequence",1
"Thermomonas alba strain SYSU G04536 16S ribosomal RNA gene, partial sequence",1
"Brevundimonas goettingensis strain LVF2 chromosome, complete genome",1
"Homo sapiens chromosome unknown clone VMRC53-132F10, complete sequence",1
"Homo sapiens MIER1 transcriptional regulator (MIER1), transcript variant 7, mRNA",1
"Acidiferrobacter thiooxydans strain ZJ chromosome, complete genome",1
"Homo sapiens small nucleolar RNA, C/D box 3D (SNORD3D), small nucleolar RNA",1
Serratia marcescens strain N12-0620 prophage-like genomic island SmarGI1-1 sequence,1
"Homo sapiens DNA, chromosome 19, nearly complete genome",2
"Serratia sp. AS13, complete genome",2
"Homo sapiens DNA, sequence_id: unplaced_0381",1
"Umbelopsis sp. isolate P6-3-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Homo sapiens FOSMID clone ABC16-1959N12 from chromosome 13, complete sequence",1
"Malassezia restricta strain ITC33-2B 26S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone nbu292h05c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: rS25m_10",1
"Arthrobacter globiformis strain NBRC 12137(T) 16S ribosomal RNA gene, partial sequence",2
"Proteus vulgaris strain ISEM03 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone lagoon3_A12 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain RHBSTW-00562 chromosome, complete genome",1
"Synura petersenii strain Youngji101407A 28S ribosomal RNA gene, partial sequence",1
Uncultured bacterium AD347-E12 genomic sequence,1
"Homo sapiens chromosome 11, clone RP11-467K18, complete sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone McH46",1
"Human DNA sequence from clone RP11-51B10 on chromosome 10, complete sequence",1
"Uncultured gamma proteobacterium DNA, fosmid clone: JFF004_H05",1
"Allonais pectinata isolate CW0039 small subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone X245_04 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone COB17 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Macaca fascicularis autophagy related 2A (ATG2A), transcript variant X5, mRNA",1
"Tanytarsus sp. ent10 genes for 18S rRNA, ITS1 and 5.8S rRNA, partial and complete sequence, isolate: ent10",1
"Cervus elaphus genome assembly, chromosome: 27",1
MAG: Nitratireductor sp. isolate pb3 chromosome,1
"Bacterium L188S.605 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04I91AY 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone MD232 16S ribosomal RNA gene, partial sequence",1
"Pseudomonas sp. PS1(2021) chromosome, complete genome",1
"Bacterium enrichment culture clone M1057 16S ribosomal RNA gene, partial sequence",1
"Chlamydomonas sordida isolate MM0054_SSU small subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone Urfcl5 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain C16EC0593 chromosome, complete genome",1
"Uncultured bacterium clone nbw533e01c1 16S ribosomal RNA gene, partial sequence",1
"Sulfuritalea hydrogenivorans sk43H DNA, complete genome",1
"Uncultured bacterium clone nbw98e02c1 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone RP11-86A21 from 2, complete sequence",1
"Homo sapiens tumor protein, translationally-controlled 1 (TPT1), transcript variant 1, mRNA",1
"Limnohabitans sp. KL1 genomic DNA containing partial 16S rRNA gene, 16S rRNA-23S rRNA IGS and partial 23S rRNA gene, strain KL1",1
"Uncultured bacterium clone DR138 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone GKJWQY101A0JEF 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 1L53 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain EC1390 chromosome EC1390, complete sequence",1
"Uncultured bacterium clone NiA_SF_12 16S rDNA gene, complete sequence",1
"Methylobacterium sp. 4-46 chromosome, complete genome",2
"Homo sapiens DNA, sequence_id: unplaced_0402",1
"Delftia acidovorans strain FDAARGOS_997 chromosome, complete genome",1
"Gambierdiscus excentricus isolate IRTASMM17407 large subunit ribosomal RNA gene, partial sequence",1
"Rhizorhabdus wittichii strain MPO218 chromosome, complete genome",1
"Azospira inquinata strain Azo-3 chromosome, complete genome",3
"Micractinium sp. KGE4 partial 28S rRNA gene, strain KGE4",1
Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00271132),1
"Uncultured bacterium clone F5K2Q4C04JUDGV 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04H31ME 23S ribosomal RNA gene, partial sequence",1
"Chenggangzhangella methanolivorans strain CHL1 chromosome, complete genome",3
"Homo sapiens FAM3 metabolism regulating signaling molecule C (FAM3C), transcript variant 2, mRNA",1
"Chromatiaceae bacterium isolate CTD079 chromosome, complete genome",1
Clostridiaceae bacterium Marseille-Q4149 chromosome,1
"Serratia marcescens strain IRE-13 16S ribosomal RNA gene, partial sequence",2
"Homo sapiens YTH N6-methyladenosine RNA binding protein F3 (YTHDF3), RefSeqGene on chromosome 8",1
"Acinetobacter calcoaceticus strain ACa13 chromosome, complete genome",1
"Enterobacter sp. strain PRW42 16S ribosomal RNA gene, partial sequence",1
"Nitrogeniibacter aestuarii strain H1-1-2A chromosome, complete genome",2
"Uncultured bacterium clone SepHaI07 16S ribosomal RNA, partial sequence",1
"Homo sapiens caspase recruitment domain family member 11 (CARD11), RefSeqGene (LRG_729) on chromosome 7",1
"Uncultured bacterium clone F1Q32TO05GDPKA 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: YCBC-14",1
"Salmonella enterica subsp. enterica serovar Kiambu strain CVM N18S0824 chromosome, complete genome",1
"Sphingomonas sanxanigenens strain NX02 23S ribosomal RNA gene, complete sequence",1
"Human DNA sequence from clone RP4-671G15 on chromosome 1p13.1-13.3, complete sequence",1
"Uncultured bacterium clone nby574h06c1 16S ribosomal RNA gene, partial sequence",1
"Janthinobacterium sp. HH102 chromosome, complete genome",1
"Cryptomonas marssonii 5.8S rRNA gene (partial), 28S rRNA gene (partial) and ITS2, strain CCAC 0103",1
"Uncultured bacterium clone ncd1433b08c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured organism clone ELU0034-T174-S-NIPCRAMgANb_000485 small subunit ribosomal RNA gene, partial sequence",1
"Sphingomonas sp. SL9 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JUEGJ 23S ribosomal RNA gene, partial sequence",3
"Rhizobium giardinii strain CCBAU 85032 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Serratia marcescens strain Byron chromosome, complete genome",2
"Chryseobacterium gambrini strain B-2 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone ER-EC-12_07F 16S ribosomal RNA gene, partial sequence",1
"Yeast (S.cerevisiae, baker's) Val-tRNA-1",1
K.aridum 5S ribosomal RNA (strain KCTC 9293),1
"Uncultured Nitrosomonadaceae bacterium clone GE7GXPU01EM3NU 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: rS43m_44",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_07508 RBM19 gene, encodes complete protein",1
"Uncultured bacterium clone F5K2Q4C04I59X7 23S ribosomal RNA gene, partial sequence",1
"Rhodopseudomonas palustris BisB5, complete genome",1
"Uncultured bacterium clone p118 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
Nakaseomyces glabratus strain BG3994 chromosome M,1
"Weissella cibaria strain 19465 16S ribosomal RNA gene, partial sequence",1
"Human chromosome 14 DNA sequence BAC R-259K15 of library RPCI-11 from chromosome 14 of Homo sapiens (Human), complete sequence",1
"Uncultured bacterium clone F5K2Q4C04H75A3 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nbw297c03c1 16S ribosomal RNA gene, partial sequence",1
P. polycephalum M3C mitochondrial SSU gene for 17S ribosomal RNA(pSSU),1
F.ananassa 26s rRNA gene,1
"Uncultured bacterium clone F5K2Q4C04JRGKI 23S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone RP11-284E18 from 2, complete sequence",1
"Uncultured bacterium clone 133 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone AMD-B53 16S ribosomal RNA gene, partial sequence",1
"Euglena agilis strain SZ061802 large subunit ribosomal RNA gene, partial sequence; plastid",1
"Weissella sp. strain MFRU7.2 16S ribosomal RNA gene, partial sequence",4
"Uncultured bacterium clone H6 16S ribosomal RNA gene, partial sequence",1
"Paraburkholderia sp. strain MW_1038 16S ribosomal RNA gene, partial sequence",1
"Brunneofusispora sp. YPT-2021a strain BRIP 72515d large subunit ribosomal RNA gene, partial sequence",5
"Afipia sp. OHSU_II 16 ribosomal RNA, tRNA-Ile, tRNA-Ala, 23S ribosomal RNA, and 5S ribosomal RNA genes, complete sequence",1
"Uncultured bacterium clone 40B 16S ribosomal RNA gene, partial sequence",1
